Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,ResolutionType,Touchscreen,IPS,CpuSpeed,CpuMark,MemoryGB,MemoryKind,Price
Lenovo,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.13,Full HD,No,Yes,2.5,Intel,256.0,Flash,99900.0
Toshiba,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.75,HD,No,No,2.1,Intel,128.0,SSD,26586.72
Asus,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.1,Full HD,Yes,No,2.5,Intel,256.0,SSD,72354.24
Dell,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.76,HD,No,No,2.0,Intel,500.0,HDD,31168.8
Acer,Netbook,11.6,1366x768,4.0,Intel,Chrome OS,1.35,HD,No,Yes,1.6,Intel,32.0,Flash,18914.4
Acer,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.5,Full HD,No,Yes,2.4,Intel,128.0,SSD,32980.32
Razer,Gaming,17.3,3840x2160,32.0,Nvidia,Windows 10,3.49,4K Ultra HD,Yes,No,2.9,Intel,512.0,SSD,292986.72
Lenovo,Ultrabook,14.0,2560x1440,16.0,Intel,Windows 10,1.1,Quad HD,No,Yes,2.6,Intel,512.0,SSD,111834.72
Asus,Notebook,15.6,1920x1080,4.0,Nvidia,Linux,2.1,Full HD,No,No,2.5,Intel,1024.0,HDD,27652.32
Lenovo,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.7,Full HD,No,No,2.3,Intel,256.0,SSD,63190.08
Lenovo,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.32,Full HD,No,Yes,2.6,Intel,256.0,SSD,87912.0
Dell,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,3.21,Full HD,No,No,2.8,Intel,256.0,SSD,147832.2864
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.9,Full HD,No,No,2.8,Intel,256.0,SSD,128884.32
Toshiba,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.0,HD,No,No,2.4,Intel,500.0,HDD,35644.32
Lenovo,Notebook,14.0,1366x768,4.0,Intel,Chrome OS,1.5,HD,No,No,1.6,Intel,16.0,Flash,17316.0
Asus,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.3,Full HD,No,No,2.5,Intel,128.0,HDD,31435.2
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.73,Full HD,No,No,2.6,Intel,512.0,SSD,95850.72
Dell,Gaming,17.3,1920x1080,32.0,Nvidia,Windows 10,4.42,Full HD,No,Yes,2.8,Intel,512.0,SSD,163723.5792
HP,Notebook,17.3,1600x900,8.0,Nvidia,Windows 10,2.63,HD,No,No,2.5,Intel,1024.0,HDD,48484.8
Dell,Notebook,15.6,1366x768,8.0,Intel,Windows 10,2.18,HD,No,No,2.5,Intel,128.0,SSD,38041.3872
HP,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 7,1.54,Full HD,No,No,2.5,Intel,512.0,SSD,99633.6
Dell,Notebook,15.6,1920x1080,4.0,AMD,Windows 10,2.18,Full HD,No,No,2.7,Intel,256.0,SSD,39373.92
HP,2 in 1 Convertible,11.6,1366x768,4.0,Intel,Chrome OS,1.4,HD,Yes,No,1.1,Intel,32.0,Flash,32767.2
Asus,Ultrabook,13.3,1920x1080,8.0,Nvidia,Windows 10,1.45,Full HD,No,Yes,2.3,Intel,512.0,SSD,54665.28
HP,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.28,Full HD,Yes,No,2.5,Intel,256.0,SSD,121318.56
HP,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.54,Full HD,No,No,2.5,Intel,512.0,SSD,78215.04
HP,Notebook,15.6,1366x768,4.0,Intel,No OS,1.86,HD,No,No,1.6,Intel,128.0,SSD,15930.72
Asus,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.1,Full HD,No,No,2.8,Intel,128.0,SSD,101178.72
Dell,Notebook,17.3,1920x1080,8.0,AMD,Linux,2.83,Full HD,No,No,2.7,Intel,1024.0,HDD,46087.2
Lenovo,Ultrabook,14.0,1920x1080,8.0,Nvidia,Windows 10,1.96,Full HD,No,Yes,2.8,Intel,256.0,SSD,101391.84
Asus,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.3,Full HD,No,Yes,2.7,Intel,256.0,SSD,41931.36
Dell,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.9,Full HD,No,No,2.5,Intel,128.0,SSD,50349.6
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.0,HD,No,No,1.1,Intel,1024.0,HDD,23922.72
HP,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.28,Full HD,Yes,No,2.8,Intel,256.0,SSD,136343.52
Dell,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.62,Full HD,Yes,No,2.3,Intel,1024.0,HDD,34578.72
Lenovo,Notebook,15.6,1920x1080,4.0,Intel,No OS,2.2,Full HD,No,No,2.0,Intel,1024.0,HDD,24988.32
Lenovo,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.3,Full HD,No,Yes,2.5,Intel,1024.0,HDD,45323.1648
HP,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,1.84,Full HD,No,No,2.6,Intel,256.0,SSD,71874.72
Toshiba,Notebook,13.3,1920x1080,4.0,Intel,Windows 10,1.05,Full HD,No,No,2.5,Intel,128.0,SSD,68464.8
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,No OS,2.5,Full HD,No,Yes,2.5,Intel,1024.0,HDD,54185.76
Dell,Ultrabook,13.3,3200x1800,16.0,Intel,Windows 10,1.29,Quad HD,Yes,No,2.5,Intel,512.0,SSD,119347.2
HP,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,2.07,Full HD,No,No,2.3,Intel,500.0,HDD,48484.8
Toshiba,Ultrabook,13.3,1366x768,8.0,Intel,Windows 10,1.2,HD,No,No,2.3,Intel,256.0,SSD,58341.6
Lenovo,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.37,Full HD,Yes,Yes,2.7,Intel,256.0,SSD,103896.0
Acer,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.56,Full HD,No,Yes,2.5,Intel,256.0,SSD,48058.56
Dell,Workstation,15.6,1920x1080,8.0,Nvidia,Windows 10,2.23,Full HD,No,No,2.8,Intel,1024.0,HDD,94731.84
Lenovo,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.38,HD,No,No,2.5,Intel,500.0,HDD,56210.4
Lenovo,Notebook,15.6,1920x1080,4.0,AMD,No OS,2.2,Full HD,No,No,2.0,Intel,1024.0,HDD,25521.12
Toshiba,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.0,Full HD,No,Yes,2.7,Intel,256.0,SSD,73952.64
Lenovo,Notebook,13.3,1920x1080,4.0,Intel,Windows 10,1.44,Full HD,No,Yes,2.4,Intel,180.0,SSD,39160.8
Samsung,Ultrabook,15.0,1920x1080,16.0,Nvidia,Windows 10,1.23,Full HD,No,No,2.7,Intel,256.0,SSD,98514.72
Dell,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 10,1.6,Full HD,No,No,2.8,Intel,256.0,SSD,90043.2
Asus,Notebook,15.6,1366x768,4.0,Intel,Linux,2.0,HD,No,No,1.1,Intel,1024.0,HDD,21258.1872
Xiaomi,Ultrabook,13.3,1920x1080,8.0,Nvidia,Windows 10,1.28,Full HD,No,Yes,2.3,Intel,256.0,SSD,49816.8
Dell,Notebook,15.6,1920x1080,4.0,Nvidia,Windows 10,2.18,Full HD,No,No,2.5,Intel,128.0,SSD,48618.0
HP,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,2.04,Full HD,No,No,2.5,Intel,256.0,SSD,44701.92
HP,2 in 1 Convertible,13.3,1920x1080,4.0,Intel,Windows 10,1.28,Full HD,Yes,No,2.5,Intel,256.0,SSD,90576.0
HP,2 in 1 Convertible,15.6,1366x768,4.0,Intel,Windows 10,2.3,HD,Yes,No,2.5,Intel,500.0,HDD,36486.144
Asus,Notebook,14.1,1366x768,4.0,Intel,Windows 10,1.65,HD,No,No,1.1,Intel,32.0,Flash,18541.44
Lenovo,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,Yes,2.5,Intel,1024.0,HDD,35644.32
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.2,HD,No,No,1.6,Intel,500.0,HDD,19660.32
HP,2 in 1 Convertible,13.3,1920x1080,4.0,Intel,Windows 10,1.28,Full HD,Yes,No,2.5,Intel,256.0,SSD,95850.72
Dell,Notebook,15.6,1366x768,4.0,AMD,Linux,2.18,HD,No,No,2.0,Intel,1024.0,HDD,24279.696
Asus,Gaming,17.3,1920x1080,12.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.5,Intel,128.0,SSD,72988.272
Acer,Netbook,11.6,1366x768,4.0,Intel,Chrome OS,1.25,HD,No,Yes,1.6,Intel,32.0,Flash,15824.16
Lenovo,Notebook,17.3,1600x900,4.0,AMD,Windows 10,2.8,HD,No,No,2.2,AMD,500.0,HDD,20193.12
HP,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.95,Full HD,No,No,2.5,Intel,128.0,SSD,67399.2
HP,2 in 1 Convertible,13.3,3200x1800,16.0,Intel,Windows 10,1.42,Quad HD,Yes,No,2.7,Intel,256.0,SSD,74538.72
Samsung,Ultrabook,15.0,1920x1080,8.0,Intel,Windows 10,1.17,Full HD,No,No,2.7,Intel,256.0,SSD,90522.72
Lenovo,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.32,Full HD,No,Yes,2.5,Intel,256.0,SSD,95850.72
MSI,Gaming,17.3,3840x2160,16.0,Nvidia,Windows 10,2.43,4K Ultra HD,No,Yes,2.6,Intel,512.0,SSD,141138.72
Toshiba,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.05,Full HD,No,No,2.5,Intel,256.0,SSD,78588.0
Dell,Gaming,15.6,1920x1080,8.0,Nvidia,Linux,2.62,Full HD,No,No,2.8,Intel,1024.0,HDD,49497.12
HP,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.04,Full HD,No,No,2.7,Intel,1024.0,HDD,47952.0
Dell,Notebook,15.6,1366x768,4.0,AMD,Windows 10,2.18,HD,No,No,2.0,Intel,1024.0,HDD,32713.92
Dell,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.9,Full HD,No,No,2.6,Intel,500.0,HDD,49816.8
Dell,2 in 1 Convertible,13.3,3200x1800,8.0,Intel,Windows 10,1.24,Quad HD,Yes,No,1.3,Intel,512.0,SSD,107257.968
Asus,Gaming,17.3,1920x1080,32.0,Nvidia,Windows 10,3.58,Full HD,No,Yes,2.7,Intel,256.0,SSD,68145.12
Dell,2 in 1 Convertible,13.3,1920x1080,16.0,Intel,Windows 10,1.22,Full HD,Yes,No,1.3,Intel,256.0,SSD,87858.72
Lenovo,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.13,Full HD,No,Yes,2.7,Intel,256.0,Flash,109170.72
Lenovo,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.95,Full HD,No,Yes,2.5,Intel,512.0,SSD,104588.1072
LG,Ultrabook,15.6,1920x1080,16.0,Intel,Windows 10,1.08,Full HD,Yes,Yes,2.7,Intel,512.0,SSD,111834.72
HP,Netbook,12.5,1920x1080,8.0,Intel,Windows 10,1.26,Full HD,No,No,2.7,Intel,512.0,SSD,79014.24
Acer,Notebook,15.6,1920x1080,4.0,Intel,Chrome OS,2.2,Full HD,No,Yes,1.5,Intel,16.0,Flash,19127.52
Lenovo,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.6,Full HD,No,Yes,2.3,Intel,128.0,SSD,42037.92
LG,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,0.98,Full HD,Yes,Yes,2.7,Intel,512.0,SSD,101178.72
Dell,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.6,Full HD,No,No,2.8,Intel,256.0,SSD,64202.4
HP,Ultrabook,12.5,3840x2160,8.0,Intel,Windows 10,1.09,4K Ultra HD,Yes,No,1.2,Intel,240.0,SSD,165168.0
Lenovo,Notebook,15.6,1920x1080,6.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.7,Intel,256.0,SSD,42037.92
HP,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.04,Full HD,No,No,2.7,Intel,256.0,SSD,54291.7872
Acer,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,2.4,Full HD,No,No,2.4,Intel,1024.0,HDD,26586.72
Lenovo,Notebook,13.3,1920x1080,4.0,Intel,Windows 10,1.44,Full HD,No,No,2.5,Intel,128.0,SSD,46939.68
HP,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.49,Full HD,No,No,2.5,Intel,256.0,SSD,51148.8
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.7,Full HD,No,No,2.8,Intel,256.0,SSD,85194.72
Dell,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.6,Full HD,No,No,2.8,Intel,128.0,SSD,71874.72
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.5,Intel,128.0,SSD,59668.8048
Dell,Notebook,15.6,1366x768,4.0,AMD,Windows 10,2.18,HD,No,No,2.5,Intel,1024.0,HDD,36496.2672
HP,Ultrabook,15.6,1920x1080,8.0,AMD,Windows 10,1.84,Full HD,No,No,2.5,Intel,256.0,SSD,69103.6272
Lenovo,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.37,Full HD,Yes,Yes,2.5,Intel,512.0,SSD,97236.0
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,1.95,HD,No,No,2.3,Intel,500.0,HDD,38889.072
Lenovo,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 10,1.36,Full HD,No,Yes,2.7,Intel,256.0,SSD,87912.0
HP,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.31,Full HD,No,No,2.3,Intel,256.0,SSD,62071.2
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.18,HD,No,No,2.5,Intel,1024.0,HDD,37725.4368
HP,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.95,HD,No,No,2.3,Intel,500.0,HDD,61218.72
Lenovo,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.2,HD,No,No,1.1,Intel,1024.0,HDD,16463.52
HP,Ultrabook,12.5,1920x1080,4.0,Intel,Windows 10,1.26,Full HD,No,No,2.3,Intel,500.0,HDD,84129.12
HP,Notebook,15.6,1366x768,4.0,Intel,No OS,1.86,HD,No,No,1.6,Intel,1024.0,HDD,15392.592
Lenovo,2 in 1 Convertible,13.3,3200x1800,16.0,Intel,Windows 10,1.3,Quad HD,Yes,Yes,2.2,Intel,1024.0,SSD,95850.72
Toshiba,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.47,Full HD,No,Yes,2.3,Intel,128.0,SSD,58874.4
HP,Netbook,12.5,1920x1080,8.0,Intel,Windows 10,1.26,Full HD,No,No,2.3,Intel,256.0,SSD,88924.32
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.18,HD,No,No,2.0,Intel,1024.0,HDD,29762.208
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.8,Intel,128.0,SSD,63882.72
Dell,Gaming,17.3,2560x1440,16.0,Nvidia,Windows 10,4.36,HD,No,No,2.7,Intel,512.0,SSD,146946.24
HP,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,2.75,Full HD,No,Yes,2.3,Intel,128.0,SSD,74538.72
Asus,Notebook,17.3,1600x900,4.0,Nvidia,Windows 10,2.8,HD,No,No,1.6,Intel,1024.0,HDD,28238.4
Acer,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.23,HD,No,No,2.5,Intel,500.0,HDD,32980.32
Toshiba,Notebook,15.6,1366x768,8.0,Intel,Windows 10,2.2,HD,No,No,2.3,Intel,256.0,SSD,59620.32
Lenovo,2 in 1 Convertible,11.3,1920x1080,8.0,Intel,Windows 10,1.1,Full HD,Yes,Yes,1.2,Intel,256.0,SSD,69210.72
Lenovo,Gaming,15.6,1920x1080,16.0,AMD,Windows 10,2.5,Full HD,No,Yes,2.1,AMD,512.0,SSD,53226.72
Dell,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 10,1.36,Full HD,Yes,No,2.5,Intel,256.0,SSD,78438.816
Lenovo,Notebook,15.6,1920x1080,8.0,Nvidia,No OS,2.2,Full HD,No,No,2.7,Intel,1024.0,HDD,36496.8
Dell,Notebook,17.3,1600x900,4.0,AMD,Windows 10,2.36,HD,No,No,2.0,Intel,1024.0,HDD,35111.52
Acer,Notebook,14.0,1366x768,4.0,Intel,Chrome OS,1.68,HD,No,No,1.6,Intel,32.0,Flash,18594.72
HP,Workstation,15.6,1920x1080,8.0,Nvidia,Windows 10,2.0,Full HD,No,Yes,2.7,Intel,8.0,SSD,119826.72
Dell,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.36,Full HD,No,No,2.8,Intel,256.0,SSD,94572.0
Toshiba,Notebook,13.3,1920x1080,8.0,Intel,Windows 7,1.2,Full HD,No,No,2.3,Intel,256.0,SSD,77788.8
Asus,2 in 1 Convertible,12.5,1920x1080,8.0,Intel,Chrome OS,1.2,Full HD,No,No,1.2,Intel,64.0,Flash,61751.52
Lenovo,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.7,Full HD,No,Yes,2.6,Intel,256.0,SSD,79333.3872
Dell,Gaming,17.3,3840x2160,16.0,Nvidia,Windows 10,4.36,4K Ultra HD,No,Yes,2.8,Intel,512.0,SSD,168045.12
Dell,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.24,Full HD,Yes,No,1.2,Intel,256.0,SSD,101178.72
HP,2 in 1 Convertible,11.6,1366x768,4.0,Intel,Windows 10,1.45,HD,Yes,No,1.1,Intel,256.0,SSD,41292.0
Dell,Ultrabook,13.3,3200x1800,8.0,Intel,Windows 10,1.3,Quad HD,No,No,2.5,Intel,256.0,SSD,67559.04
Acer,2 in 1 Convertible,11.6,1366x768,4.0,Intel,Chrome OS,1.25,HD,Yes,Yes,1.6,Intel,32.0,Flash,20725.92
Toshiba,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.2,Full HD,No,No,2.4,Intel,256.0,SSD,81784.8
Lenovo,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 10,1.36,Full HD,No,Yes,2.6,Intel,256.0,SSD,93772.8
Acer,Notebook,15.6,1920x1080,12.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.5,Intel,128.0,SSD,53759.52
Toshiba,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 10,1.1,Full HD,Yes,No,2.7,Intel,512.0,SSD,95371.2
HP,Notebook,15.6,1366x768,8.0,Nvidia,Windows 10,2.04,HD,No,No,2.5,Intel,1024.0,HDD,45101.52
Dell,Notebook,15.6,1366x768,4.0,AMD,Linux,2.25,HD,No,No,2.0,Intel,1024.0,HDD,24808.2336
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,1.9,HD,No,No,2.5,Intel,500.0,HDD,43956.0
HP,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,2.04,Full HD,No,No,2.4,Intel,500.0,HDD,36496.8
Dell,Gaming,17.3,1920x1080,32.0,Nvidia,Windows 10,4.42,Full HD,No,Yes,2.8,Intel,256.0,SSD,167778.72
Lenovo,Notebook,15.6,1920x1080,6.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.5,Intel,256.0,SSD,37029.6
Dell,2 in 1 Convertible,13.3,3200x1800,16.0,Intel,Windows 10,1.22,Quad HD,Yes,No,1.3,Intel,512.0,SSD,101178.72
Dell,Ultrabook,14.0,2560x1440,8.0,Intel,Windows 10,1.5,HD,Yes,No,2.6,Intel,256.0,SSD,104587.5744
Dell,Gaming,17.3,1920x1080,32.0,Nvidia,Windows 10,4.42,Full HD,No,No,2.6,Intel,256.0,SSD,149184.0
Toshiba,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.95,Full HD,No,No,2.3,Intel,256.0,SSD,62870.4
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.73,Full HD,No,No,2.8,Intel,256.0,SSD,109218.672
HP,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.04,Full HD,No,Yes,2.7,Intel,128.0,SSD,52161.12
Lenovo,Notebook,14.0,1366x768,4.0,Intel,Windows 7,1.7,HD,No,No,2.3,Intel,508.0,Hybrid,53386.56
Asus,2 in 1 Convertible,15.6,3840x2160,16.0,Nvidia,Windows 10,2.3,4K Ultra HD,Yes,No,2.7,Intel,512.0,SSD,95850.72
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.99,Full HD,No,No,2.8,Intel,256.0,SSD,93186.72
Dell,2 in 1 Convertible,15.6,1920x1080,12.0,Intel,Windows 10,2.19,Full HD,Yes,Yes,2.7,Intel,512.0,SSD,69210.72
Toshiba,Notebook,13.3,1920x1080,4.0,Intel,Windows 7,1.2,Full HD,No,No,2.3,Intel,128.0,SSD,63669.6
Lenovo,Notebook,15.6,1920x1080,6.0,AMD,Windows 10,2.2,Full HD,No,No,3.6,AMD,256.0,SSD,29250.72
Fujitsu,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.3,HD,No,No,2.3,Intel,256.0,SSD,34578.72
Toshiba,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.75,HD,No,No,2.3,Intel,500.0,HDD,48751.2
Dell,Notebook,15.6,1366x768,4.0,AMD,Windows 10,2.25,HD,No,No,2.5,Intel,500.0,HDD,31914.72
HP,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.04,Full HD,No,No,2.5,Intel,1024.0,HDD,42943.68
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.5,Full HD,No,Yes,2.8,Intel,128.0,SSD,63349.92
Dell,Notebook,15.6,1366x768,8.0,AMD,Windows 10,2.36,HD,No,No,2.7,Intel,1024.0,HDD,39906.72
Dell,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.6,Full HD,No,No,2.5,Intel,128.0,SSD,59620.32
HP,Netbook,12.5,1920x1080,8.0,Intel,Windows 10,0.97,Full HD,No,No,1.2,Intel,512.0,SSD,101658.24
HP,Notebook,15.6,1920x1080,4.0,AMD,Windows 10,2.1,Full HD,No,No,2.0,Intel,128.0,SSD,26586.72
Lenovo,Notebook,15.6,1366x768,4.0,Intel,No OS,1.9,HD,No,No,1.1,Intel,128.0,SSD,14418.6336
Lenovo,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.3,Full HD,No,No,2.3,Intel,256.0,SSD,71874.72
Asus,Notebook,13.3,3200x1800,8.0,Intel,Windows 10,1.4,Quad HD,No,No,2.5,Intel,256.0,SSD,61272.0
HP,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.11,Full HD,Yes,Yes,2.7,Intel,256.0,SSD,71874.72
Acer,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.4,HD,No,No,1.1,Intel,500.0,HDD,20246.4
Asus,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.5,Full HD,No,No,2.8,Intel,256.0,SSD,95850.72
HP,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.48,Full HD,No,No,2.7,Intel,512.0,SSD,111301.92
Acer,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.7,Full HD,No,Yes,2.8,Intel,128.0,SSD,67132.8
HP,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.34,Full HD,No,Yes,2.5,Intel,256.0,SSD,63349.92
Dell,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.18,HD,No,No,2.4,Intel,128.0,SSD,29144.16
HP,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.64,HD,No,No,2.5,Intel,500.0,HDD,41505.12
Toshiba,Notebook,13.3,1920x1080,4.0,Intel,Windows 10,1.2,Full HD,No,No,2.3,Intel,128.0,SSD,63669.6
HP,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.48,HD,No,No,2.4,Intel,256.0,SSD,58607.4672
HP,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.95,Full HD,No,No,2.5,Intel,256.0,SSD,64202.4
HP,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 7,1.43,Full HD,No,No,2.6,Intel,256.0,SSD,77202.72
HP,Notebook,14.0,1920x1080,8.0,Nvidia,Windows 10,1.64,Full HD,No,No,2.5,Intel,256.0,SSD,55904.5728
HP,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.64,HD,No,No,2.4,Intel,500.0,HDD,36443.52
Dell,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.65,Full HD,No,No,2.5,Intel,1024.0,Hybrid,50562.72
HP,Ultrabook,12.5,1920x1080,4.0,Intel,Windows 10,1.26,Full HD,No,No,2.5,Intel,500.0,HDD,81997.92
HP,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.48,Full HD,No,No,2.5,Intel,256.0,SSD,84715.2
HP,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.54,Full HD,No,No,2.5,Intel,256.0,SSD,100550.5488
HP,Notebook,13.3,1366x768,4.0,Intel,Windows 10,1.49,HD,No,No,2.4,Intel,500.0,HDD,42624.0
Toshiba,Notebook,13.3,1366x768,8.0,Intel,Windows 10,1.5,HD,No,No,2.3,Intel,256.0,SSD,64468.8
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.04,HD,No,No,2.4,Intel,256.0,SSD,41025.0672
Lenovo,Notebook,17.3,3840x2160,16.0,Nvidia,Windows 7,2.4,4K Ultra HD,No,Yes,2.7,Intel,512.0,SSD,158135.04
Toshiba,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.47,Full HD,No,Yes,2.3,Intel,256.0,SSD,79387.2
HP,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.43,Full HD,No,No,2.5,Intel,256.0,SSD,118761.12
Dell,2 in 1 Convertible,15.6,1920x1080,4.0,Intel,Windows 10,2.08,Full HD,Yes,Yes,2.3,Intel,1024.0,HDD,42410.3472
Toshiba,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.2,Full HD,No,No,2.3,Intel,256.0,SSD,84715.2
HP,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.11,Full HD,No,Yes,2.5,Intel,256.0,SSD,61218.72
HP,Notebook,14.0,1920x1080,8.0,Nvidia,Windows 10,1.64,Full HD,No,No,2.7,Intel,256.0,SSD,63159.7104
Dell,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.09,Full HD,No,No,2.4,Intel,500.0,HDD,55754.3232
HP,Ultrabook,12.5,1366x768,4.0,Intel,Windows 10,1.26,HD,No,No,2.5,Intel,256.0,SSD,83063.52
HP,Notebook,14.0,1366x768,4.0,Intel,Windows 10,2.31,HD,No,No,2.5,Intel,500.0,HDD,63349.92
HP,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.95,HD,No,No,2.5,Intel,500.0,HDD,56476.8
Dell,Ultrabook,13.3,3200x1800,8.0,Intel,Windows 10,1.29,Quad HD,Yes,No,2.5,Intel,256.0,SSD,86526.72
HP,Notebook,17.3,1920x1080,8.0,Nvidia,Windows 10,2.63,Full HD,No,No,2.5,Intel,256.0,SSD,57542.4
