Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Cpu_speed,Cpu_mark,Memory_GB,Memory_kind,Price
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,No OS,2.5,2.5,Intel,1024.0,HDD,54185.76
Dell,Ultrabook,13.3,3200x1800,16,Intel Iris Plus Graphics 640,Windows 10,1.29,2.5,Intel,512.0,SSD,119347.2
HP,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,Windows 10,2.07,2.3,Intel,500.0,HDD,48484.8
Toshiba,Ultrabook,13.3,1366x768,8,Intel HD Graphics 520,Windows 10,1.2,2.3,Intel,256.0,SSD,58341.6
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.37,2.7,Intel,256.0,SSD,103896.0
Acer,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.56,2.5,Intel,256.0,SSD,48058.56
Dell,Workstation,15.6,1920x1080,8,Nvidia Quadro M620,Windows 10,2.23,2.8,Intel,1024.0,HDD,94731.84
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.38,2.5,Intel,500.0,HDD,56210.4
Lenovo,Notebook,15.6,1920x1080,4,AMD Radeon R5 M430,No OS,2.2,2.0,Intel,1024.0,HDD,25521.12
Toshiba,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,2.7,Intel,256.0,SSD,73952.64
Lenovo,Notebook,13.3,1920x1080,4,Intel HD Graphics 620,Windows 10,1.44,2.4,Intel,180.0,SSD,39160.8
Samsung,Ultrabook,15.0,1920x1080,16,Nvidia GeForce 940MX,Windows 10,1.23,2.7,Intel,256.0,SSD,98514.72
Dell,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 620,Windows 10,1.6,2.8,Intel,256.0,SSD,90043.2
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 505,Linux,2.0,1.1,Intel,1024.0,HDD,21258.1872
Xiaomi,Ultrabook,13.3,1920x1080,8,Nvidia GeForce 940MX,Windows 10,1.28,2.3,Intel,256.0,SSD,49816.8
Dell,Notebook,15.6,1920x1080,4,Nvidia GeForce 940MX,Windows 10,2.18,2.5,Intel,128.0,SSD,48618.0
HP,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Windows 10,2.04,2.5,Intel,256.0,SSD,44701.92
HP,2 in 1 Convertible,13.3,1920x1080,4,Intel HD Graphics 620,Windows 10,1.28,2.5,Intel,256.0,SSD,90576.0
HP,2 in 1 Convertible,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.3,2.5,Intel,500.0,HDD,36486.144
Asus,Notebook,14.1,1366x768,4,Intel HD Graphics 500,Windows 10,1.65,1.1,Intel,32.0,Flash,18541.44
Lenovo,Notebook,15.6,1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.2,2.5,Intel,1024.0,HDD,35644.32
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics,Windows 10,2.2,1.6,Intel,500.0,HDD,19660.32
HP,2 in 1 Convertible,13.3,1920x1080,4,Intel HD Graphics 620,Windows 10,1.28,2.5,Intel,256.0,SSD,95850.72
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M420X,Linux,2.18,2.0,Intel,1024.0,HDD,24279.696
Asus,Gaming,17.3,1920x1080,12,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,Intel,128.0,SSD,72988.272
Acer,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.25,1.6,Intel,32.0,Flash,15824.16
Lenovo,Notebook,17.3,1600x900,4,AMD Radeon R3,Windows 10,2.8,2.2,AMD,500.0,HDD,20193.12
HP,Notebook,14.0,1920x1080,4,Intel HD Graphics 620,Windows 10,1.95,2.5,Intel,128.0,SSD,67399.2
HP,2 in 1 Convertible,13.3,3200x1800,16,Intel HD Graphics 620,Windows 10,1.42,2.7,Intel,256.0,SSD,74538.72
Samsung,Ultrabook,15.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.17,2.7,Intel,256.0,SSD,90522.72
Lenovo,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.32,2.5,Intel,256.0,SSD,95850.72
MSI,Gaming,17.3,3840x2160,16,Nvidia GeForce GTX 1060,Windows 10,2.43,2.6,Intel,512.0,SSD,141138.72
Toshiba,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.05,2.5,Intel,256.0,SSD,78588.0
Dell,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050Ti,Linux,2.62,2.8,Intel,1024.0,HDD,49497.12
HP,Notebook,15.6,1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.04,2.7,Intel,1024.0,HDD,47952.0
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M420X,Windows 10,2.18,2.0,Intel,1024.0,HDD,32713.92
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.9,2.6,Intel,500.0,HDD,49816.8
Dell,2 in 1 Convertible,13.3,3200x1800,8,Intel HD Graphics 615,Windows 10,1.24,1.3,Intel,512.0,SSD,107257.968
Asus,Gaming,17.3,1920x1080,32,Nvidia GeForce GTX 980M,Windows 10,3.58,2.7,Intel,256.0,SSD,68145.12
Dell,2 in 1 Convertible,13.3,1920x1080,16,Intel HD Graphics 615,Windows 10,1.22,1.3,Intel,256.0,SSD,87858.72
Lenovo,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.13,2.7,Intel,256.0,Flash,109170.72
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.95,2.5,Intel,512.0,SSD,104588.1072
LG,Ultrabook,15.6,1920x1080,16,Intel HD Graphics 620,Windows 10,1.08,2.7,Intel,512.0,SSD,111834.72
HP,Netbook,12.5,1920x1080,8,Intel HD Graphics 620,Windows 10,1.26,2.7,Intel,512.0,SSD,79014.24
Acer,Notebook,15.6,1920x1080,4,Intel HD Graphics,Chrome OS,2.2,1.5,Intel,16.0,Flash,19127.52
Lenovo,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 960M,Windows 10,2.6,2.3,Intel,128.0,SSD,42037.92
LG,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,0.98,2.7,Intel,512.0,SSD,101178.72
Dell,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.6,2.8,Intel,256.0,SSD,64202.4
HP,Ultrabook,12.5,3840x2160,8,Intel HD Graphics 515,Windows 10,1.09,1.2,Intel,240.0,SSD,165168.0
Lenovo,Notebook,15.6,1920x1080,6,Nvidia GeForce 940MX,Windows 10,2.2,2.7,Intel,256.0,SSD,42037.92
HP,Notebook,15.6,1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.04,2.7,Intel,256.0,SSD,54291.7872
Acer,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Windows 10,2.4,2.4,Intel,1024.0,HDD,26586.72
Lenovo,Notebook,13.3,1920x1080,4,Intel HD Graphics 620,Windows 10,1.44,2.5,Intel,128.0,SSD,46939.68
HP,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.49,2.5,Intel,256.0,SSD,51148.8
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,2.8,Intel,256.0,SSD,85194.72
Dell,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,2.8,Intel,128.0,SSD,71874.72
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,Intel,128.0,SSD,59668.8048
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M420,Windows 10,2.18,2.5,Intel,1024.0,HDD,36496.2672
HP,Ultrabook,15.6,1920x1080,8,AMD Radeon R7 M365X,Windows 10,1.84,2.5,Intel,256.0,SSD,69103.6272
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.37,2.5,Intel,512.0,SSD,97236.0
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,1.95,2.3,Intel,500.0,HDD,38889.072
Lenovo,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 620,Windows 10,1.36,2.7,Intel,256.0,SSD,87912.0
HP,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,2.31,2.3,Intel,256.0,SSD,62071.2
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.18,2.5,Intel,1024.0,HDD,37725.4368
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 10,1.95,2.3,Intel,500.0,HDD,61218.72
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 505,Windows 10,2.2,1.1,Intel,1024.0,HDD,16463.52
HP,Ultrabook,12.5,1920x1080,4,Intel HD Graphics 520,Windows 10,1.26,2.3,Intel,500.0,HDD,84129.12
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 400,No OS,1.86,1.6,Intel,1024.0,HDD,15392.592
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Intel Iris Graphics 540,Windows 10,1.3,2.2,Intel,1024.0,SSD,95850.72
Toshiba,Notebook,14.0,1920x1080,4,Intel HD Graphics 520,Windows 10,1.47,2.3,Intel,128.0,SSD,58874.4
HP,Netbook,12.5,1920x1080,8,Intel HD Graphics 520,Windows 10,1.26,2.3,Intel,256.0,SSD,88924.32
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.18,2.0,Intel,1024.0,HDD,29762.208
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.8,Intel,128.0,SSD,63882.72
Dell,Gaming,17.3,2560x1440,16,Nvidia GeForce GTX 1080,Windows 10,4.36,2.7,Intel,512.0,SSD,146946.24
HP,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 965M,Windows 10,2.75,2.3,Intel,128.0,SSD,74538.72
Asus,Notebook,17.3,1600x900,4,Nvidia GeForce 920MX,Windows 10,2.8,1.6,Intel,1024.0,HDD,28238.4
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.23,2.5,Intel,500.0,HDD,32980.32
Toshiba,Notebook,15.6,1366x768,8,Intel HD Graphics 520,Windows 10,2.2,2.3,Intel,256.0,SSD,59620.32
Lenovo,2 in 1 Convertible,11.3,1920x1080,8,Intel HD Graphics 515,Windows 10,1.1,1.2,Intel,256.0,SSD,69210.72
Lenovo,Gaming,15.6,1920x1080,16,AMD Radeon R9 M385,Windows 10,2.5,2.1,AMD,512.0,SSD,53226.72
Dell,Ultrabook,12.5,1920x1080,8,Intel HD Graphics,Windows 10,1.36,2.5,Intel,256.0,SSD,78438.816
Lenovo,Notebook,15.6,1920x1080,8,Nvidia GeForce 920MX,No OS,2.2,2.7,Intel,1024.0,HDD,36496.8
Dell,Notebook,17.3,1600x900,4,AMD Radeon R7 M445,Windows 10,2.36,2.0,Intel,1024.0,HDD,35111.52
Acer,Notebook,14.0,1366x768,4,Intel HD Graphics 400,Chrome OS,1.68,1.6,Intel,32.0,Flash,18594.72
HP,Workstation,15.6,1920x1080,8,Nvidia Quadro M1000M,Windows 10,2.0,2.7,Intel,8.0,SSD,119826.72
Dell,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.36,2.8,Intel,256.0,SSD,94572.0
Toshiba,Notebook,13.3,1920x1080,8,Intel HD Graphics 520,Windows 7,1.2,2.3,Intel,256.0,SSD,77788.8
Asus,2 in 1 Convertible,12.5,1920x1080,8,Intel HD Graphics 515,Chrome OS,1.2,1.2,Intel,64.0,Flash,61751.52
Lenovo,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.7,2.6,Intel,256.0,SSD,79333.3872
Dell,Gaming,17.3,3840x2160,16,Nvidia GeForce GTX 1070,Windows 10,4.36,2.8,Intel,512.0,SSD,168045.12
Dell,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 615,Windows 10,1.24,1.2,Intel,256.0,SSD,101178.72
HP,2 in 1 Convertible,11.6,1366x768,4,Intel HD Graphics 505,Windows 10,1.45,1.1,Intel,256.0,SSD,41292.0
Dell,Ultrabook,13.3,3200x1800,8,Intel HD Graphics 520,Windows 10,1.3,2.5,Intel,256.0,SSD,67559.04
Acer,2 in 1 Convertible,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.25,1.6,Intel,32.0,Flash,20725.92
Toshiba,Notebook,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.2,2.4,Intel,256.0,SSD,81784.8
Lenovo,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 620,Windows 10,1.36,2.6,Intel,256.0,SSD,93772.8
Acer,Notebook,15.6,1920x1080,12,Nvidia GeForce GTX 950M,Windows 10,2.4,2.5,Intel,128.0,SSD,53759.52
Toshiba,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 620,Windows 10,1.1,2.7,Intel,512.0,SSD,95371.2
HP,Notebook,15.6,1366x768,8,Nvidia GeForce 930MX,Windows 10,2.04,2.5,Intel,1024.0,HDD,45101.52
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M430,Linux,2.25,2.0,Intel,1024.0,HDD,24808.2336
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,1.9,2.5,Intel,500.0,HDD,43956.0
HP,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Windows 10,2.04,2.4,Intel,500.0,HDD,36496.8
Dell,Gaming,17.3,1920x1080,32,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,Intel,256.0,SSD,167778.72
Lenovo,Notebook,15.6,1920x1080,6,Nvidia GeForce 920MX,Windows 10,2.4,2.5,Intel,256.0,SSD,37029.6
Dell,2 in 1 Convertible,13.3,3200x1800,16,Intel HD Graphics 615,Windows 10,1.22,1.3,Intel,512.0,SSD,101178.72
Dell,Ultrabook,14.0,2560x1440,8,Intel HD Graphics 520,Windows 10,1.5,2.6,Intel,256.0,SSD,104587.5744
Dell,Gaming,17.3,1920x1080,32,Nvidia GeForce GTX 1070,Windows 10,4.42,2.6,Intel,256.0,SSD,149184.0
Toshiba,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.95,2.3,Intel,256.0,SSD,62870.4
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.73,2.8,Intel,256.0,SSD,109218.672
HP,Notebook,15.6,1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.04,2.7,Intel,128.0,SSD,52161.12
Lenovo,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 7,1.7,2.3,Intel,508.0,Hybrid,53386.56
Asus,2 in 1 Convertible,15.6,3840x2160,16,Nvidia GeForce GTX 950M,Windows 10,2.3,2.7,Intel,512.0,SSD,95850.72
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,2.8,Intel,256.0,SSD,93186.72
Dell,2 in 1 Convertible,15.6,1920x1080,12,Intel HD Graphics 620,Windows 10,2.19,2.7,Intel,512.0,SSD,69210.72
Toshiba,Notebook,13.3,1920x1080,4,Intel HD Graphics 520,Windows 7,1.2,2.3,Intel,128.0,SSD,63669.6
Lenovo,Notebook,15.6,1920x1080,6,AMD Radeon 530,Windows 10,2.2,3.6,AMD,256.0,SSD,29250.72
Fujitsu,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.3,2.3,Intel,256.0,SSD,34578.72
Toshiba,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 10,1.75,2.3,Intel,500.0,HDD,48751.2
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M430,Windows 10,2.25,2.5,Intel,500.0,HDD,31914.72
HP,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.04,2.5,Intel,1024.0,HDD,42943.68
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.5,2.8,Intel,128.0,SSD,63349.92
Dell,Notebook,15.6,1366x768,8,AMD Radeon R7 M445,Windows 10,2.36,2.7,Intel,1024.0,HDD,39906.72
Dell,Notebook,14.0,1920x1080,8,Intel HD Graphics 620 ,Windows 10,1.6,2.5,Intel,128.0,SSD,59620.32
HP,Netbook,12.5,1920x1080,8,Intel HD Graphics 515,Windows 10,0.97,1.2,Intel,512.0,SSD,101658.24
HP,Notebook,15.6,1920x1080,4,AMD Radeon 520,Windows 10,2.1,2.0,Intel,128.0,SSD,26586.72
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 500,No OS,1.9,1.1,Intel,128.0,SSD,14418.6336
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,2.3,2.3,Intel,256.0,SSD,71874.72
Asus,Notebook,13.3,3200x1800,8,Intel HD Graphics 620,Windows 10,1.4,2.5,Intel,256.0,SSD,61272.0
HP,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.11,2.7,Intel,256.0,SSD,71874.72
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 505,Windows 10,2.4,1.1,Intel,500.0,HDD,20246.4
Asus,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2.8,Intel,256.0,SSD,95850.72
HP,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.48,2.7,Intel,512.0,SSD,111301.92
Acer,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.7,2.8,Intel,128.0,SSD,67132.8
HP,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.34,2.5,Intel,256.0,SSD,63349.92
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.18,2.4,Intel,128.0,SSD,29144.16
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.64,2.5,Intel,500.0,HDD,41505.12
Toshiba,Notebook,13.3,1920x1080,4,Intel HD Graphics 520,Windows 10,1.2,2.3,Intel,128.0,SSD,63669.6
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 10,1.48,2.4,Intel,256.0,SSD,58607.4672
HP,Notebook,14.0,1920x1080,4,Intel HD Graphics 620,Windows 10,1.95,2.5,Intel,256.0,SSD,64202.4
HP,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 7,1.43,2.6,Intel,256.0,SSD,77202.72
HP,Notebook,14.0,1920x1080,8,Nvidia GeForce 930MX,Windows 10,1.64,2.5,Intel,256.0,SSD,55904.5728
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.64,2.4,Intel,500.0,HDD,36443.52
Dell,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.65,2.5,Intel,1024.0,Hybrid,50562.72
HP,Ultrabook,12.5,1920x1080,4,Intel HD Graphics 620,Windows 10,1.26,2.5,Intel,500.0,HDD,81997.92
HP,Notebook,14.0,1920x1080,4,Intel HD Graphics 620,Windows 10,1.48,2.5,Intel,256.0,SSD,84715.2
HP,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.54,2.5,Intel,256.0,SSD,100550.5488
HP,Notebook,13.3,1366x768,4,Intel HD Graphics 620,Windows 10,1.49,2.4,Intel,500.0,HDD,42624.0
Toshiba,Notebook,13.3,1366x768,8,Intel HD Graphics 520,Windows 10,1.5,2.3,Intel,256.0,SSD,64468.8
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.04,2.4,Intel,256.0,SSD,41025.0672
Lenovo,Notebook,17.3,3840x2160,16,Nvidia Quadro 3000M,Windows 7,2.4,2.7,Intel,512.0,SSD,158135.04
Toshiba,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.47,2.3,Intel,256.0,SSD,79387.2
HP,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.43,2.5,Intel,256.0,SSD,118761.12
Dell,2 in 1 Convertible,15.6,1920x1080,4,Intel HD Graphics 520,Windows 10,2.08,2.3,Intel,1024.0,HDD,42410.3472
Toshiba,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.2,2.3,Intel,256.0,SSD,84715.2
HP,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.11,2.5,Intel,256.0,SSD,61218.72
HP,Notebook,14.0,1920x1080,8,Nvidia GeForce 930MX,Windows 10,1.64,2.7,Intel,256.0,SSD,63159.7104
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,2.09,2.4,Intel,500.0,HDD,55754.3232
HP,Ultrabook,12.5,1366x768,4,Intel HD Graphics 620,Windows 10,1.26,2.5,Intel,256.0,SSD,83063.52
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,2.31,2.5,Intel,500.0,HDD,63349.92
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.95,2.5,Intel,500.0,HDD,56476.8
Dell,Ultrabook,13.3,3200x1800,8,Intel HD Graphics 620,Windows 10,1.29,2.5,Intel,256.0,SSD,86526.72
HP,Notebook,17.3,1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.63,2.5,Intel,256.0,SSD,57542.4
HP,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.64,2.5,Intel,256.0,SSD,51841.44
Acer,Notebook,15.6,1366x768,6,AMD Radeon R5,Windows 10,2.1,3.0,AMD,1024.0,HDD,21791.52
MSI,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.7,2.8,Intel,128.0,SSD,63499.104
HP,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 7,1.95,2.3,Intel,256.0,SSD,63669.6
HP,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,1.84,2.5,Intel,256.0,SSD,65480.5872
HP,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 520,Windows 10,1.26,2.5,Intel,256.0,SSD,71874.72
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.04,2.5,Intel,500.0,HDD,39533.76
Toshiba,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.47,2.6,Intel,256.0,SSD,91908.0
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 7,2.09,2.4,Intel,256.0,SSD,56633.976
HP,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.64,2.5,Intel,256.0,SSD,53839.9728
Lenovo,2 in 1 Convertible,15.6,1920x1080,4,Intel HD Graphics 520,Windows 10,1.8,2.5,Intel,256.0,SSD,45128.16
Vero,Notebook,14.0,1366x768,2,Intel HD Graphics 400,Windows 10,1.45,1.44,Intel,32.0,Flash,11231.424
Toshiba,Notebook,15.6,1920x1080,16,Nvidia GeForce 930M,Windows 10,2.4,2.5,Intel,256.0,SSD,75924.0
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,2.3,2.3,Intel,256.0,SSD,55922.688
HP,Notebook,14.0,1920x1080,4,Intel HD Graphics 520,Windows 10,1.54,2.3,Intel,500.0,HDD,53280.0
HP,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,1.84,2.4,Intel,256.0,SSD,112065.9552
HP,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 7,1.43,2.3,Intel,256.0,SSD,78268.32
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,3.78,2.7,Intel,256.0,SSD,82351.6992
Lenovo,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2.6,Intel,128.0,SSD,122010.6672
Asus,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.2,1.6,Intel,16.0,Flash,15339.312
Lenovo,Notebook,14.0,2560x1440,16,Intel HD Graphics 520,Windows 7,1.1,2.6,Intel,256.0,SSD,139593.6
HP,Notebook,15.6,1920x1080,8,Nvidia GeForce 940MX,Windows 10,1.91,2.7,Intel,1024.0,HDD,52161.12
Dell,2 in 1 Convertible,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.3,2.7,Intel,256.0,SSD,58288.32
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.04,2.5,Intel,256.0,SSD,52161.12
Dell,Ultrabook,13.3,3200x1800,16,Intel HD Graphics 620,Windows 10,1.2,2.7,Intel,1024.0,SSD,120093.12
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.31,2.3,Intel,500.0,HDD,37570.392
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,No OS,1.96,2.5,Intel,500.0,HDD,26586.72
Acer,Notebook,15.6,1366x768,8,AMD Radeon R5,Windows 10,2.4,2.2,AMD,1024.0,HDD,23922.72
Dell,2 in 1 Convertible,13.3,1920x1080,12,Intel HD Graphics 620,Windows 10,1.6,2.7,Intel,256.0,SSD,69210.72
MSI,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.94,2.6,Intel,256.0,SSD,96916.32
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 965M,No OS,4.0,2.6,Intel,1024.0,HDD,53173.44
Dell,Notebook,15.6,1920x1080,4,Intel HD Graphics,Windows 10,2.25,2.5,Intel,1024.0,HDD,29783.52
Dell,Notebook,15.6,1920x1080,16,AMD Radeon R7 M445,Windows 10,2.32,2.7,Intel,2048.0,HDD,52746.6672
MSI,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.8,2.6,Intel,256.0,SSD,102777.12
Dell,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.29,2.7,Intel,256.0,SSD,77682.24
Asus,Gaming,17.3,1920x1080,64,Nvidia GeForce GTX 980 ,Windows 10,3.58,2.7,Intel,1024.0,SSD,211788.0
Dell,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.62,2.5,Intel,256.0,SSD,42517.9728
Dell,Gaming,15.6,3840x2160,16,Nvidia GeForce GTX 970M,Windows 10,3.21,2.6,Intel,256.0,SSD,70809.12
Apple,Ultrabook,12.0,2304x1440,8,Intel HD Graphics 515,Mac OS X,0.92,1.1,Intel,256.0,Flash,69264.0
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.06,2.3,Intel,500.0,HDD,25679.8944
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.31,2.3,Intel,500.0,HDD,63882.72
HP,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 520,Windows 7,1.26,2.3,Intel,256.0,SSD,63882.72
HP,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.49,2.7,Intel,256.0,SSD,58075.2
Lenovo,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 520,Windows 10,1.3,2.5,Intel,256.0,SSD,91294.7472
Lenovo,Notebook,17.3,1600x900,8,AMD Radeon R5 M330,Windows 10,3.0,2.3,Intel,1024.0,HDD,35111.52
Lenovo,Notebook,15.6,1920x1080,4,Nvidia GeForce GTX 950M,Windows 10,2.3,2.3,Intel,1024.0,HDD,52054.56
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,3.78,2.8,Intel,256.0,SSD,133146.72
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,2.3,Intel,500.0,HDD,28771.2
